book|chapter|verse|recovery_version|nestle1904
Romans|9|18|So then He has mercy on whom He wills, and He hardens whom He wills.|ἄρα οὖν ὃν θέλει ἐλεεῖ, ὃν δὲ θέλει σκληρύνει.
Romans|9|19|You will say to me then, Why does He still find fault? For who withstands His will?|Ἐρεῖς μοι οὖν Τί ἔτι μέμφεται; τῷ γὰρ βουλήματι αὐτοῦ τίς ἀνθέστηκεν;
Romans|9|20|But rather, O man, who are you who answer back to God? Shall the thing molded say to him who molded it, Why did you make me thus?|ὦ ἄνθρωπε, μενοῦνγε σὺ τίς εἶ ὁ ἀνταποκρινόμενος τῷ Θεῷ; μὴ ἐρεῖ τὸ πλάσμα τῷ πλάσαντι Τί με ἐποίησας οὕτως;
Romans|9|21|Or does not the potter have authority over the clay to make out of the same lump one vessel unto honor and another unto dishonor?|ἢ οὐκ ἔχει ἐξουσίαν ὁ κεραμεὺς τοῦ πηλοῦ ἐκ τοῦ αὐτοῦ φυράματος ποιῆσαι ὃ μὲν εἰς τιμὴν σκεῦος, ὃ δὲ εἰς ἀτιμίαν;
Romans|9|22|And what if God, wishing to demonstrate His wrath and make His power known, endured with much long-suffering vessels of wrath fitted for destruction,|εἰ δὲ θέλων ὁ Θεὸς ἐνδείξασθαι τὴν ὀργὴν καὶ γνωρίσαι τὸ δυνατὸν αὐτοῦ ἤνεγκεν ἐν πολλῇ μακροθυμίᾳ σκεύη ὀργῆς κατηρτισμένα εἰς ἀπώλειαν,
Romans|9|23|In order that He might make known the riches of His glory upon vessels of mercy, which He had before prepared unto glory,|καὶ ἵνα γνωρίσῃ τὸν πλοῦτον τῆς δόξης αὐτοῦ ἐπὶ σκεύη ἐλέους, ἃ προητοίμασεν εἰς δόξαν,
Romans|9|24|Even us, whom He has also called, not only from among the Jews but also from among the Gentiles?|οὓς καὶ ἐκάλεσεν ἡμᾶς οὐ μόνον ἐξ Ἰουδαίων ἀλλὰ καὶ ἐξ ἐθνῶν;
Romans|9|25|As He also says in Hosea, “I will call those who were not My people My people, and her who was not beloved beloved;|ὡς καὶ ἐν τῷ Ὡσηὲ λέγει Καλέσω τὸν οὐ λαόν μου λαόν μου καὶ τὴν οὐκ ἠγαπημένην ἠγαπημένην·
Romans|9|26|And it shall be that in the place where it was said to them, You are not My people, there shall they be called sons of the living God.”|καὶ ἔσται ἐν τῷ τόπῳ οὗ ἐρρέθη αὐτοῖς Οὐ λαός μου ὑμεῖς, ἐκεῖ κληθήσονται υἱοὶ Θεοῦ ζῶντος.
Romans|9|27|And Isaiah cries concerning Israel, “Though the number of the sons of Israel be like the sand of the sea, it is the remnant that shall be saved;|Ἡσαΐας δὲ κράζει ὑπὲρ τοῦ Ἰσραήλ Ἐὰν ᾖ ὁ ἀριθμὸς τῶν υἱῶν Ἰσραὴλ ὡς ἡ ἄμμος τῆς θαλάσσης, τὸ ὑπόλειμμα σωθήσεται·
Romans|9|28|For the Lord will execute His word upon the earth, accomplishing it and cutting it short.”|λόγον γὰρ συντελῶν καὶ συντέμνων ποιήσει Κύριος ἐπὶ τῆς γῆς.
Romans|9|29|And as Isaiah has previously said, “Unless the Lord of hosts had left us a seed, we would have become like Sodom and been made like Gomorrah.”|καὶ καθὼς προείρηκεν Ἡσαΐας Εἰ μὴ Κύριος Σαβαὼθ ἐγκατέλιπεν ἡμῖν σπέρμα, ὡς Σόδομα ἂν ἐγενήθημεν καὶ ὡς Γόμορρα ἂν ὡμοιώθημεν.
Romans|9|30|What then shall we say? That the Gentiles who did not pursue righteousness have laid hold of righteousness, but a righteousness which is out of faith;|Τί οὖν ἐροῦμεν; ὅτι ἔθνη τὰ μὴ διώκοντα δικαιοσύνην κατέλαβεν δικαιοσύνην, δικαιοσύνην δὲ τὴν ἐκ πίστεως·
Romans|9|31|But Israel, pursuing a law of righteousness, did not attain to that law.|Ἰσραὴλ δὲ διώκων νόμον δικαιοσύνης εἰς νόμον οὐκ ἔφθασεν.
Romans|9|32|Why? Because they pursued it not out of faith, but as it were out of works. They stumbled at the stone of stumbling,|διὰ τί; ὅτι οὐκ ἐκ πίστεως ἀλλ’ ὡς ἐξ ἔργων· προσέκοψαν τῷ λίθῳ τοῦ προσκόμματος,
Romans|9|33|As it is written, “Behold, I lay in Zion a stone of stumbling, a rock of offense, and he who believes on Him shall not be put to shame.”|καθὼς γέγραπται Ἰδοὺ τίθημι ἐν Σιὼν λίθον προσκόμματος καὶ πέτραν σκανδάλου, καὶ ὁ πιστεύων ἐπ’ αὐτῷ οὐ καταισχυνθήσεται.
Romans|10|1|Brothers, the good pleasure of my heart and my petition to God for them is for their salvation.|Ἀδελφοί, ἡ μὲν εὐδοκία τῆς ἐμῆς καρδίας καὶ ἡ δέησις πρὸς τὸν Θεὸν ὑπὲρ αὐτῶν εἰς σωτηρίαν.
Romans|10|2|For I bear them witness that they have a zeal for God, but not according to full knowledge;|μαρτυρῶ γὰρ αὐτοῖς ὅτι ζῆλον Θεοῦ ἔχουσιν, ἀλλ’ οὐ κατ’ ἐπίγνωσιν·
Romans|10|3|For because they were ignorant of God’s righteousness and sought to establish their own righteousness, they were not subject to the righteousness of God.|ἀγνοοῦντες γὰρ τὴν τοῦ Θεοῦ δικαιοσύνην, καὶ τὴν ἰδίαν ζητοῦντες στῆσαι, τῇ δικαιοσύνῃ τοῦ Θεοῦ οὐχ ὑπετάγησαν.
Romans|10|4|For Christ is the end of the law unto righteousness to everyone who believes.|τέλος γὰρ νόμου Χριστὸς εἰς δικαιοσύνην παντὶ τῷ πιστεύοντι.
Romans|10|5|For Moses writes concerning the righteousness which is out of the law: “The man who does them shall live by them.”|Μωϋσῆς γὰρ γράφει ὅτι τὴν δικαιοσύνην τὴν ἐκ νόμου ὁ ποιήσας ἄνθρωπος ζήσεται ἐν αὐτῇ.
Romans|10|6|But the righteousness which is out of faith speaks in this way, Do not say in your heart, “Who will ascend into heaven?” that is, to bring Christ down;|ἡ δὲ ἐκ πίστεως δικαιοσύνη οὕτως λέγει Μὴ εἴπῃς ἐν τῇ καρδίᾳ σου Τίς ἀναβήσεται εἰς τὸν οὐρανόν; τοῦτ’ ἔστιν Χριστὸν καταγαγεῖν·
Romans|10|7|Or, “Who will descend into the abyss?” that is, to bring Christ up from the dead.|ἤ Τίς καταβήσεται εἰς τὴν ἄβυσσον; τοῦτ’ ἔστιν Χριστὸν ἐκ νεκρῶν ἀναγαγεῖν.
Romans|10|8|But what does it say? “The word is near you, in your mouth and in your heart,” that is, the word of the faith which we proclaim,|ἀλλὰ τί λέγει; Ἐγγύς σου τὸ ῥῆμά ἐστιν, ἐν τῷ στόματί σου καὶ ἐν τῇ καρδίᾳ σου· τοῦτ’ ἔστιν τὸ ῥῆμα τῆς πίστεως ὃ κηρύσσομεν.
Romans|10|9|That if you confess with your mouth Jesus as Lord and believe in your heart that God has raised Him from the dead, you will be saved;|ὅτι ἐὰν ὁμολογήσῃς ἐν τῷ στόματί σου Κύριον Ἰησοῦν, καὶ πιστεύσῃς ἐν τῇ καρδίᾳ σου ὅτι ὁ Θεὸς αὐτὸν ἤγειρεν ἐκ νεκρῶν, σωθήσῃ·
Romans|10|10|For with the heart there is believing unto righteousness, and with the mouth there is confession unto salvation.|καρδίᾳ γὰρ πιστεύεται εἰς δικαιοσύνην, στόματι δὲ ὁμολογεῖται εἰς σωτηρίαν.
Romans|10|11|For the Scripture says, “Everyone who believes on Him shall not be put to shame.”|λέγει γὰρ ἡ γραφή Πᾶς ὁ πιστεύων ἐπ’ αὐτῷ οὐ καταισχυνθήσεται.
Romans|10|12|For there is no distinction between Jew and Greek, for the same Lord is Lord of all and rich to all who call upon Him;|οὐ γάρ ἐστιν διαστολὴ Ἰουδαίου τε καὶ Ἕλληνος· ὁ γὰρ αὐτὸς Κύριος πάντων, πλουτῶν εἰς πάντας τοὺς ἐπικαλουμένους αὐτόν·
Romans|10|13|For “whoever calls upon the name of the Lord shall be saved.”|Πᾶς γὰρ ὃς ἂν ἐπικαλέσηται τὸ ὄνομα Κυρίου σωθήσεται.
Romans|10|14|How then shall they call upon Him into whom they have not believed? And how shall they believe into Him of whom they have not heard? And how shall they hear without one who proclaims Him?|πῶς οὖν ἐπικαλέσωνται εἰς ὃν οὐκ ἐπίστευσαν; πῶς δὲ πιστεύσωσιν οὗ οὐκ ἤκουσαν; πῶς δὲ ἀκούσωσιν χωρὶς κηρύσσοντος;
Romans|10|15|And how shall they proclaim Him unless they are sent? As it is written, “How beautiful are the feet of those who announce the news of good things!”|πῶς δὲ κηρύξωσιν ἐὰν μὴ ἀποσταλῶσιν; καθάπερ γέγραπται Ὡς ὡραῖοι οἱ πόδες τῶν εὐαγγελιζομένων ἀγαθά.
Romans|10|16|But not all have obeyed the gospel, for Isaiah says, “Lord, who has believed what he has heard from us?”|Ἀλλ’ οὐ πάντες ὑπήκουσαν τῷ εὐαγγελίῳ. Ἡσαΐας γὰρ λέγει Κύριε, τίς ἐπίστευσεν τῇ ἀκοῇ ἡμῶν;
Romans|10|17|So faith comes out of hearing, and hearing through the word of Christ.|ἄρα ἡ πίστις ἐξ ἀκοῆς, ἡ δὲ ἀκοὴ διὰ ῥήματος Χριστοῦ.
Romans|10|18|But I say, Have they not heard? Yes surely: “Their voice has gone out into all the earth and their words to the ends of the inhabited earth.”|ἀλλὰ λέγω, μὴ οὐκ ἤκουσαν; μενοῦνγε Εἰς πᾶσαν τὴν γῆν ἐξῆλθεν ὁ φθόγγος αὐτῶν, καὶ εἰς τὰ πέρατα τῆς οἰκουμένης τὰ ῥήματα αὐτῶν.
Romans|10|19|But I say, Did Israel not know this? First, Moses says, “I will provoke you to jealousy by them who are not a nation; by a nation without understanding I will anger you.”|ἀλλὰ λέγω, μὴ Ἰσραὴλ οὐκ ἔγνω; πρῶτος Μωϋσῆς λέγει Ἐγὼ παραζηλώσω ὑμᾶς ἐπ’ οὐκ ἔθνει, ἐπ’ ἔθνει ἀσυνέτῳ παροργιῶ ὑμᾶς.
Romans|10|20|And Isaiah is very bold and says, “I was found by those who did not seek Me; I became manifest to those who did not ask for Me.”|Ἡσαΐας δὲ ἀποτολμᾷ καὶ λέγει Εὑρέθην τοῖς ἐμὲ μὴ ζητοῦσιν, ἐμφανὴς ἐγενόμην τοῖς ἐμὲ μὴ ἐπερωτῶσιν.
Romans|10|21|But with regard to Israel he says, “All the day long I have stretched out My hands to a people who disobey and contradict.”|πρὸς δὲ τὸν Ἰσραὴλ λέγει Ὅλην τὴν ἡμέραν ἐξεπέτασα τὰς χεῖράς μου πρὸς λαὸν ἀπειθοῦντα καὶ ἀντιλέγοντα.
Romans|11|1|I say then, Has God cast away His people? Absolutely not! For I also am an Israelite, out of the seed of Abraham, of the tribe of Benjamin.|Λέγω οὖν, μὴ ἀπώσατο ὁ Θεὸς τὸν λαὸν αὐτοῦ; μὴ γένοιτο· καὶ γὰρ ἐγὼ Ἰσραηλείτης εἰμί, ἐκ σπέρματος Ἀβραάμ, φυλῆς Βενιαμείν.
Romans|11|2|God has not cast away His people whom He foreknew. Or do you not know what the Scripture says in the passage concerning Elijah, how he pleads with God against Israel?|οὐκ ἀπώσατο ὁ Θεὸς τὸν λαὸν αὐτοῦ ὃν προέγνω. ἢ οὐκ οἴδατε ἐν Ἡλείᾳ τί λέγει ἡ γραφή, ὡς ἐντυγχάνει τῷ Θεῷ κατὰ τοῦ Ἰσραήλ;
Romans|11|3|“Lord, they have killed Your prophets, they have torn down Your altars; and I am left alone, and they are seeking my life.”|Κύριε, τοὺς προφήτας σου ἀπέκτειναν, τὰ θυσιαστήριά σου κατέσκαψαν, κἀγὼ ὑπελείφθην μόνος καὶ ζητοῦσιν τὴν ψυχήν μου.
Romans|11|4|But what does the divine answer say to him? “I have reserved for Myself seven thousand men who have not bowed the knee to Baal.”|ἀλλὰ τί λέγει αὐτῷ ὁ χρηματισμός; Κατέλιπον ἐμαυτῷ ἑπτακισχιλίους ἄνδρας, οἵτινες οὐκ ἔκαμψαν γόνυ τῇ Βάαλ.
Romans|11|5|In the same way then at the present time also there has come into being a remnant according to the selection of grace.|οὕτως οὖν καὶ ἐν τῷ νῦν καιρῷ λίμμα κατ’ ἐκλογὴν χάριτος γέγονεν·
Romans|11|6|But if by grace, it is no longer out of works; otherwise grace is no longer grace.|εἰ δὲ χάριτι, οὐκέτι ἐξ ἔργων, ἐπεὶ ἡ χάρις οὐκέτι γίνεται χάρις.
Romans|11|7|What then? That which Israel is seeking after, this it has not obtained, but the chosen have obtained it, and the rest have been hardened;|Τί οὖν; ὃ ἐπιζητεῖ Ἰσραήλ, τοῦτο οὐκ ἐπέτυχεν, ἡ δὲ ἐκλογὴ ἐπέτυχεν· οἱ δὲ λοιποὶ ἐπωρώθησαν,
Romans|11|8|As it is written, “God gave them a spirit of deep sleep, eyes to see not and ears to hear not, until this very day.”|καθάπερ γέγραπται Ἔδωκεν αὐτοῖς ὁ Θεὸς πνεῦμα κατανύξεως, ὀφθαλμοὺς τοῦ μὴ βλέπειν καὶ ὦτα τοῦ μὴ ἀκούειν, ἕως τῆς σήμερον ἡμέρας.
Romans|11|9|And David says, “Let their table become a snare and a trap and a stumbling block and a retribution to them;|καὶ Δαυεὶδ λέγει Γενηθήτω ἡ τράπεζα αὐτῶν εἰς παγίδα καὶ εἰς θήραν καὶ εἰς σκάνδαλον καὶ εἰς ἀνταπόδομα αὐτοῖς,
Romans|11|10|Let their eyes be darkened so that they cannot see; and bend their back continually.”|σκοτισθήτωσαν οἱ ὀφθαλμοὶ αὐτῶν τοῦ μὴ βλέπειν, καὶ τὸν νῶτον αὐτῶν διὰ παντὸς σύνκαμψον.
Romans|11|11|I say then, Have they stumbled so as to fall? Absolutely not! But by their misstep salvation has come to the Gentiles, to provoke them to jealousy.|Λέγω οὖν, μὴ ἔπταισαν ἵνα πέσωσιν; μὴ γένοιτο· ἀλλὰ τῷ αὐτῶν παραπτώματι ἡ σωτηρία τοῖς ἔθνεσιν, εἰς τὸ παραζηλῶσαι αὐτούς.
Romans|11|12|But if their misstep has become riches for the world, and their loss, riches for the Gentiles, how much more their fullness!|εἰ δὲ τὸ παράπτωμα αὐτῶν πλοῦτος κόσμου καὶ τὸ ἥττημα αὐτῶν πλοῦτος ἐθνῶν, πόσῳ μᾶλλον τὸ πλήρωμα αὐτῶν.
Romans|11|13|But I am speaking to you, the Gentiles. Inasmuch therefore as I am an apostle of the Gentiles, I glorify my ministry,|Ὑμῖν δὲ λέγω τοῖς ἔθνεσιν. ἐφ’ ὅσον μὲν οὖν εἰμι ἐγὼ ἐθνῶν ἀπόστολος, τὴν διακονίαν μου δοξάζω,
Romans|11|14|If perhaps I may provoke those of my flesh to jealousy and save some of them.|εἴ πως παραζηλώσω μου τὴν σάρκα καὶ σώσω τινὰς ἐξ αὐτῶν.
Romans|11|15|For if their being cast aside is the reconciliation of the world, what will their being received back be, if not life from the dead?|εἰ γὰρ ἡ ἀποβολὴ αὐτῶν καταλλαγὴ κόσμου, τίς ἡ πρόσλημψις εἰ μὴ ζωὴ ἐκ νεκρῶν;
Romans|11|16|Now if the dough offered as the firstfruits is holy, the lump is also; and if the root is holy, the branches are also.|εἰ δὲ ἡ ἀπαρχὴ ἁγία, καὶ τὸ φύραμα· καὶ εἰ ἡ ῥίζα ἁγία, καὶ οἱ κλάδοι.
Romans|11|17|But if some of the branches were broken off, and you, being a wild olive tree, were grafted in among them and became a fellow partaker of the root of fatness of the olive tree,|Εἰ δέ τινες τῶν κλάδων ἐξεκλάσθησαν, σὺ δὲ ἀγριέλαιος ὢν ἐνεκεντρίσθης ἐν αὐτοῖς καὶ συνκοινωνὸς τῆς ῥίζης τῆς πιότητος τῆς ἐλαίας ἐγένου,
Romans|11|18|Do not boast against the branches; but if you boast, remember that it is not you who bear the root, but the root you.|μὴ κατακαυχῶ τῶν κλάδων· εἰ δὲ κατακαυχᾶσαι, οὐ σὺ τὴν ῥίζαν βαστάζεις ἀλλὰ ἡ ῥίζα σέ.
Romans|11|19|You will say then, Branches were broken off so that I might be grafted in.|ἐρεῖς οὖν Ἐξεκλάσθησαν κλάδοι ἵνα ἐγὼ ἐγκεντρισθῶ.
Romans|11|20|Rightly said: they were broken off because of unbelief, and you stand by faith. Do not be high-minded, but fear;|καλῶς· τῇ ἀπιστίᾳ ἐξεκλάσθησαν, σὺ δὲ τῇ πίστει ἕστηκας. μὴ ὑψηλὰ φρόνει, ἀλλὰ φοβοῦ·
Romans|11|21|For if God did not spare the natural branches, neither will He spare you.|εἰ γὰρ ὁ Θεὸς τῶν κατὰ φύσιν κλάδων οὐκ ἐφείσατο, οὐδὲ σοῦ φείσεται.
Romans|11|22|Behold then the kindness and severity of God: on those who fell, severity; but on you, the kindness of God, if you continue in His kindness; otherwise you also will be cut off.|ἴδε οὖν χρηστότητα καὶ ἀποτομίαν Θεοῦ· ἐπὶ μὲν τοὺς πεσόντας ἀποτομία, ἐπὶ δὲ σὲ χρηστότης Θεοῦ, ἐὰν ἐπιμένῃς τῇ χρηστότητι, ἐπεὶ καὶ σὺ ἐκκοπήσῃ.
Romans|11|23|And they also, if they do not continue in unbelief, will be grafted in, for God is able to graft them in again.|κἀκεῖνοι δέ, ἐὰν μὴ ἐπιμένωσιν τῇ ἀπιστίᾳ, ἐνκεντρισθήσονται· δυνατὸς γάρ ἐστιν ὁ Θεὸς πάλιν ἐνκεντρίσαι αὐτούς.
Romans|11|24|For if you were cut off from what is by nature a wild olive tree and were grafted contrary to nature into the cultivated olive tree, how much more will these who are the natural branches be grafted into their own olive tree!|εἰ γὰρ σὺ ἐκ τῆς κατὰ φύσιν ἐξεκόπης ἀγριελαίου καὶ παρὰ φύσιν ἐνεκεντρίσθης εἰς καλλιέλαιον, πόσῳ μᾶλλον οὗτοι οἱ κατὰ φύσιν ἐνκεντρισθήσονται τῇ ἰδίᾳ ἐλαίᾳ.
Romans|11|25|For I do not want you, brothers, to be ignorant of this mystery (lest you be wise in yourselves), that hardness has come upon Israel in part, until the fullness of the Gentiles comes in;|Οὐ γὰρ θέλω ὑμᾶς ἀγνοεῖν, ἀδελφοί, τὸ μυστήριον τοῦτο, ἵνα μὴ ἦτε ἐν ἑαυτοῖς φρόνιμοι, ὅτι πώρωσις ἀπὸ μέρους τῷ Ἰσραὴλ γέγονεν ἄχρι οὗ τὸ πλήρωμα τῶν ἐθνῶν εἰσέλθῃ,
Romans|11|26|And thus all Israel will be saved, as it is written, “The Deliverer will come out of Zion; He will turn away ungodliness from Jacob.|καὶ οὕτως πᾶς Ἰσραὴλ σωθήσεται, καθὼς γέγραπται Ἥξει ἐκ Σιὼν ὁ Ῥυόμενος, ἀποστρέψει ἀσεβείας ἀπὸ Ἰακώβ.
Romans|11|27|And this is the covenant from Me with them, when I take away their sins.”|καὶ αὕτη αὐτοῖς ἡ παρ’ ἐμοῦ διαθήκη, ὅταν ἀφέλωμαι τὰς ἁμαρτίας αὐτῶν.
Romans|11|28|According to the gospel they are enemies for your sake, but according to the selection they are beloved for the fathers’ sake.|κατὰ μὲν τὸ εὐαγγέλιον ἐχθροὶ δι’ ὑμᾶς, κατὰ δὲ τὴν ἐκλογὴν ἀγαπητοὶ διὰ τοὺς πατέρας·
Romans|11|29|For the gracious gifts and the calling of God are irrevocable.|ἀμεταμέλητα γὰρ τὰ χαρίσματα καὶ ἡ κλῆσις τοῦ Θεοῦ.
Romans|11|30|For just as you once disobeyed God, but now have been shown mercy because of their disobedience,|ὥσπερ γὰρ ὑμεῖς ποτε ἠπειθήσατε τῷ Θεῷ, νῦν δὲ ἠλεήθητε τῇ τούτων ἀπειθείᾳ,
Romans|11|31|So these also now have disobeyed, so that because of the mercy shown to you they also now may be shown mercy.|οὕτως καὶ οὗτοι νῦν ἠπείθησαν τῷ ὑμετέρῳ ἐλέει ἵνα καὶ αὐτοὶ νῦν ἐλεηθῶσιν.
Romans|11|32|For God has shut up all in disobedience that He might show mercy to all.|συνέκλεισεν γὰρ ὁ Θεὸς τοὺς πάντας εἰς ἀπείθειαν ἵνα τοὺς πάντας ἐλεήσῃ.
Romans|11|33|Oh, the depth of the riches and wisdom and knowledge of God! How unsearchable are His judgments and untraceable His ways!|Ὦ βάθος πλούτου καὶ σοφίας καὶ γνώσεως Θεοῦ· ὡς ἀνεξεραύνητα τὰ κρίματα αὐτοῦ καὶ ἀνεξιχνίαστοι αἱ ὁδοὶ αὐτοῦ.
Romans|11|34|For who has known the mind of the Lord, or who has become His counselor?|Τίς γὰρ ἔγνω νοῦν Κυρίου; ἢ τίς σύμβουλος αὐτοῦ ἐγένετο;
Romans|11|35|Or who has first given to Him, and it will be repaid to him?|ἢ τίς προέδωκεν αὐτῷ, καὶ ἀνταποδοθήσεται αὐτῷ;
Romans|11|36|Because out from Him and through Him and to Him are all things. To Him be the glory forever. Amen.|ὅτι ἐξ αὐτοῦ καὶ δι’ αὐτοῦ καὶ εἰς αὐτὸν τὰ πάντα· αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας· ἀμήν.
Romans|12|1|I exhort you therefore, brothers, through the compassions of God to present your bodies a living sacrifice, holy, well pleasing to God, which is your reasonable service.|Παρακαλῶ οὖν ὑμᾶς, ἀδελφοί, διὰ τῶν οἰκτιρμῶν τοῦ Θεοῦ παραστῆσαι τὰ σώματα ὑμῶν θυσίαν ζῶσαν ἁγίαν τῷ Θεῷ εὐάρεστον, τὴν λογικὴν λατρείαν ὑμῶν·
Romans|12|2|And do not be fashioned according to this age, but be transformed by the renewing of the mind that you may prove what the will of God is, that which is good and well pleasing and perfect.|καὶ μὴ συνσχηματίζεσθε τῷ αἰῶνι τούτῳ, ἀλλὰ μεταμορφοῦσθε τῇ ἀνακαινώσει τοῦ νοός, εἰς τὸ δοκιμάζειν ὑμᾶς τί τὸ θέλημα τοῦ Θεοῦ, τὸ ἀγαθὸν καὶ εὐάρεστον καὶ τέλειον.
Romans|12|3|For I say, through the grace given to me, to everyone who is among you, not to think more highly of himself than he ought to think, but to think so as to be sober-minded, as God has apportioned to each a measure of faith.|Λέγω γὰρ διὰ τῆς χάριτος τῆς δοθείσης μοι παντὶ τῷ ὄντι ἐν ὑμῖν, μὴ ὑπερφρονεῖν παρ’ ὃ δεῖ φρονεῖν, ἀλλὰ φρονεῖν εἰς τὸ σωφρονεῖν, ἑκάστῳ ὡς ὁ Θεὸς ἐμέρισεν μέτρον πίστεως.
Romans|12|4|For just as in one body we have many members, and all the members do not have the same function,|καθάπερ γὰρ ἐν ἑνὶ σώματι πολλὰ μέλη ἔχομεν, τὰ δὲ μέλη πάντα οὐ τὴν αὐτὴν ἔχει πρᾶξιν,
Romans|12|5|So we who are many are one Body in Christ, and individually members one of another.|οὕτως οἱ πολλοὶ ἓν σῶμά ἐσμεν ἐν Χριστῷ, τὸ δὲ καθ’ εἷς ἀλλήλων μέλη.
Romans|12|6|And having gifts that differ according to the grace given to us, whether prophecy, let us prophesy according to the proportion of faith;|ἔχοντες δὲ χαρίσματα κατὰ τὴν χάριν τὴν δοθεῖσαν ἡμῖν διάφορα, εἴτε προφητείαν, κατὰ τὴν ἀναλογίαν τῆς πίστεως·
Romans|12|7|Or service, let us be faithful in that service; or he who teaches, in that teaching;|εἴτε διακονίαν, ἐν τῇ διακονίᾳ· εἴτε ὁ διδάσκων, ἐν τῇ διδασκαλίᾳ·
Romans|12|8|Or he who exhorts, in that exhortation; he who gives, in simplicity; he who leads, in diligence; he who shows mercy, in cheerfulness.|εἴτε ὁ παρακαλῶν, ἐν τῇ παρακλήσει· ὁ μεταδιδοὺς ἐν ἁπλότητι, ὁ προϊστάμενος ἐν σπουδῇ, ὁ ἐλεῶν ἐν ἱλαρότητι.
Romans|12|9|Let love be without hypocrisy. Abhor what is evil; cling to what is good.|ἡ ἀγάπη ἀνυπόκριτος. ἀποστυγοῦντες τὸ πονηρόν, κολλώμενοι τῷ ἀγαθῷ·
Romans|12|10|Love one another warmly in brotherly love; take the lead in showing honor one to another.|τῇ φιλαδελφίᾳ εἰς ἀλλήλους φιλόστοργοι, τῇ τιμῇ ἀλλήλους προηγούμενοι,
Romans|12|11|Do not be slothful in zeal, but be burning in spirit, serving the Lord.|τῇ σπουδῇ μὴ ὀκνηροί, τῷ πνεύματι ζέοντες, τῷ Κυρίῳ δουλεύοντες,
Romans|12|12|Rejoice in hope; endure in tribulation; persevere in prayer.|τῇ ἐλπίδι χαίροντες, τῇ θλίψει ὑπομένοντες, τῇ προσευχῇ προσκαρτεροῦντες,
Romans|12|13|Contribute to the needs of the saints; pursue hospitality.|ταῖς χρείαις τῶν ἁγίων κοινωνοῦντες, τὴν φιλοξενίαν διώκοντες.
Romans|12|14|Bless those who persecute you; bless and do not curse.|εὐλογεῖτε τοὺς διώκοντας, εὐλογεῖτε καὶ μὴ καταρᾶσθε.
Romans|12|15|Rejoice with those who rejoice; weep with those who weep.|χαίρειν μετὰ χαιρόντων, κλαίειν μετὰ κλαιόντων.
Romans|12|16|Be of the same mind toward one another, not setting your mind on the high things but going along with the lowly; do not be wise in yourselves.|τὸ αὐτὸ εἰς ἀλλήλους φρονοῦντες· μὴ τὰ ὑψηλὰ φρονοῦντες ἀλλὰ τοῖς ταπεινοῖς συναπαγόμενοι. μὴ γίνεσθε φρόνιμοι παρ’ ἑαυτοῖς.
Romans|12|17|Repay no one evil for evil; take forethought for things honorable in the sight of all men.|μηδενὶ κακὸν ἀντὶ κακοῦ ἀποδιδόντες· προνοούμενοι καλὰ ἐνώπιον πάντων ἀνθρώπων·
Romans|12|18|If possible, as far as it depends on you, live in peace with all men.|εἰ δυνατόν, τὸ ἐξ ὑμῶν μετὰ πάντων ἀνθρώπων εἰρηνεύοντες·
Romans|12|19|Do not avenge yourselves, beloved, but give place to the wrath of God, for it is written, “Vengeance is Mine; I will repay, says the Lord.”|μὴ ἑαυτοὺς ἐκδικοῦντες, ἀγαπητοί, ἀλλὰ δότε τόπον τῇ ὀργῇ· γέγραπται γάρ Ἐμοὶ ἐκδίκησις, ἐγὼ ἀνταποδώσω, λέγει Κύριος.
Romans|12|20|But “if your enemy is hungry, feed him; if he is thirsty, give him a drink; for in doing this you will heap coals of fire upon his head.”|ἀλλὰ ἐὰν πεινᾷ ὁ ἐχθρός σου, ψώμιζε αὐτόν· ἐὰν διψᾷ, πότιζε αὐτόν· τοῦτο γὰρ ποιῶν ἄνθρακας πυρὸς σωρεύσεις ἐπὶ τὴν κεφαλὴν αὐτοῦ.
Romans|12|21|Do not be conquered by evil, but conquer evil with good.|μὴ νικῶ ὑπὸ τοῦ κακοῦ, ἀλλὰ νίκα ἐν τῷ ἀγαθῷ τὸ κακόν.
Romans|13|1|Let every person be subject to the authorities over him, for there is no authority except from God, and those which exist are ordained by God.|Πᾶσα ψυχὴ ἐξουσίαις ὑπερεχούσαις ὑποτασσέσθω. οὐ γὰρ ἔστιν ἐξουσία εἰ μὴ ὑπὸ Θεοῦ, αἱ δὲ οὖσαι ὑπὸ Θεοῦ τεταγμέναι εἰσίν.
Romans|13|2|So then he who resists the authority opposes God’s ordination, and those who oppose will receive judgment to themselves.|ὥστε ὁ ἀντιτασσόμενος τῇ ἐξουσίᾳ τῇ τοῦ Θεοῦ διαταγῇ ἀνθέστηκεν· οἱ δὲ ἀνθεστηκότες ἑαυτοῖς κρίμα λήμψονται.
Romans|13|3|For the rulers are not a terror to the good work, but to the evil. Do you want to have no fear of the authority? Do what is good, and you will have praise from him;|οἱ γὰρ ἄρχοντες οὐκ εἰσὶν φόβος τῷ ἀγαθῷ ἔργῳ ἀλλὰ τῷ κακῷ. θέλεις δὲ μὴ φοβεῖσθαι τὴν ἐξουσίαν; τὸ ἀγαθὸν ποίει, καὶ ἕξεις ἔπαινον ἐξ αὐτῆς·
